corpus_id,persistent_id,doi,pmid,pmcid,title,publication_date,year,journal,journal_abbreviation,venue_stratum,venue_selection_rationale,article_subtype,topic,language,publication_status,citation_count_at_access,selection_score,selection_terms,oa_status,actual_analysis_text_level,abstract_available,full_text_fetch_status,full_text_license_category,explicit_methods_or_search_strategy,search_evidence_locator,search_feature_confidence,databases_reporting_status,databases_reported,search_date_limits_status,search_date_limits_detail,search_terms_or_keyword_list_reported,complete_search_string_status,search_terms_summary,supplementary_search_string_reported,inclusion_exclusion_reported,screening_process_reported,deduplication_reported,prisma_reported,flow_diagram_reported,structural_writing_features,title_word_count,title_has_colon,title_is_question,abstract_word_count,abstract_sentence_count,abstract_first_person,abstract_why_now_signal,abstract_problem_or_gap_move,abstract_scope_signpost_move,abstract_synthesis_or_comparison_move,abstract_boundary_or_limitation_move,abstract_outlook_or_implication_move,fulltext_top_level_section_count,fulltext_figure_count,fulltext_table_count,fulltext_box_count,fulltext_introduction_heading,fulltext_conclusion_or_outlook_heading,fulltext_limitations_or_challenges_heading,fulltext_organization_logic,metadata_sources,crossref_status,crossref_type,crossref_title_similarity,crossref_title_match,doi_url,pubmed_url,full_text_url,access_date,coding_limit
R164,doi:10.1038/s41565-022-01081-9,10.1038/s41565-022-01081-9,35414116,,Bridging nano- and microscale X-ray tomography for battery research by leveraging artificial intelligence.,2022-04-12,2022,Nature Nanotechnology,Nat Nanotechnol,Nature_specialist,selective primary journal central to nano/bio interfaces,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,57,21.8535,artificial intelligence; machine learning; imaging; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,13,no,no,172,5,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41565-022-01081-9,https://pubmed.ncbi.nlm.nih.gov/35414116/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R165,doi:10.1038/s41565-022-01284-0,10.1038/s41565-022-01284-0,36702956,,Machine learning for nanoplasmonics.,2023-01-26,2023,Nature Nanotechnology,Nat Nanotechnol,Nature_specialist,selective primary journal central to nano/bio interfaces,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,71,17.9256,machine learning; neural network; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,4,no,no,152,7,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41565-022-01284-0,https://pubmed.ncbi.nlm.nih.gov/36702956/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R166,doi:10.1038/s41565-024-01753-8,10.1038/s41565-024-01753-8,39362960,,Designing nanotheranostics with machine learning.,2024-10-03,2024,Nature Nanotechnology,Nat Nanotechnol,Nature_specialist,selective primary journal central to nano/bio interfaces,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,101,24.5417,artificial intelligence; machine learning; nanoparticle; chemistry,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,5,no,no,142,4,no,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41565-024-01753-8,https://pubmed.ncbi.nlm.nih.gov/39362960/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R167,doi:10.1038/s41565-025-02018-8,10.1038/s41565-025-02018-8,41039096,,Convergence of nanotechnology and CRISPR-based diagnostics.,2025-10-02,2025,Nature Nanotechnology,Nat Nanotechnol,Nature_specialist,selective primary journal central to nano/bio interfaces,perspective_review_type,AI_computation_and_data,eng,ppublish,7,18.1931,artificial intelligence; nanoparticle; therapeutic; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison+outlook_or_implication; body_structure=not_assessed,6,no,no,144,5,yes,yes,no,yes,yes,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41565-025-02018-8,https://pubmed.ncbi.nlm.nih.gov/41039096/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R168,doi:10.1038/s41565-024-01774-3,10.1038/s41565-024-01774-3,39468355,PMC11781840,Harnessing extracellular vesicle heterogeneity for diagnostic and therapeutic applications.,2024-10-28,2025,Nature Nanotechnology,Nat Nanotechnol,Nature_specialist,selective primary journal central to nano/bio interfaces,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,159,19.9917,generative; nanoparticle; therapeutic; cancer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,9,no,no,148,6,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41565-024-01774-3,https://pubmed.ncbi.nlm.nih.gov/39468355/,https://europepmc.org/articles/PMC11781840,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R169,doi:10.1038/s41565-025-02032-w,10.1038/s41565-025-02032-w,41094263,,Nanosensors for real-time intracellular analytics.,2025-10-15,2025,Nature Nanotechnology,Nat Nanotechnol,Nature_specialist,selective primary journal central to nano/bio interfaces,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,4,19.0365,artificial intelligence; drug discovery; single-cell; omics,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison; body_structure=not_assessed,5,no,no,205,8,yes,yes,no,yes,yes,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41565-025-02032-w,https://pubmed.ncbi.nlm.nih.gov/41094263/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R170,doi:10.1038/s41565-025-02110-z,10.1038/s41565-025-02110-z,41708987,,Nanoengineering of non-aqueous liquid electrolyte solutions for future lithium metal batteries.,2026-02-18,2026,Nature Nanotechnology,Nat Nanotechnol,Nature_specialist,selective primary journal central to nano/bio interfaces,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,0,12.5,machine learning; high-throughput,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,11,no,no,146,5,yes,yes,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41565-025-02110-z,https://pubmed.ncbi.nlm.nih.gov/41708987/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R171,doi:10.1016/j.addr.2021.05.016,10.1016/j.addr.2021.05.016,34019959,,Machine learning directed drug formulation development.,2021-05-19,2021,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,163,38.7,artificial intelligence; machine learning; deep learning; generative; drug discovery; materials; chemistry; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,6,no,no,185,7,no,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2021.05.016,https://pubmed.ncbi.nlm.nih.gov/34019959/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R172,doi:10.1016/j.addr.2022.114194,10.1016/j.addr.2022.114194,35283223,,Artificial intelligence to bring nanomedicine to life.,2022-03-10,2022,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,93,42.0144,artificial intelligence; machine learning; data-driven; high-throughput; nanomedicine; drug delivery; therapeutic; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,7,no,no,322,8,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2022.114194,https://pubmed.ncbi.nlm.nih.gov/35283223/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R173,doi:10.1016/j.addr.2022.114591,10.1016/j.addr.2022.114591,36332724,PMC9712232,Trends and patterns in cancer nanotechnology research: A survey of NCI's caNanoLab and nanotechnology characterization laboratory.,2022-11-01,2022,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,20,39.3148,artificial intelligence; machine learning; nanoparticle; nanomedicine; therapeutic; materials; cancer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=outlook_or_implication; body_structure=not_assessed,16,yes,no,235,9,no,yes,no,no,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2022.114591,https://pubmed.ncbi.nlm.nih.gov/36332724/,https://europepmc.org/articles/PMC9712232,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R174,doi:10.1016/j.addr.2023.114733,10.1016/j.addr.2023.114733,36804008,PMC10771258,Advanced delivery systems for peptide antibiotics.,2023-02-17,2023,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,43,35.5614,hydrogel; polymer; nanoparticle; drug delivery; lipid nanoparticle,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,6,no,no,105,5,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2023.114733,https://pubmed.ncbi.nlm.nih.gov/36804008/,https://europepmc.org/articles/PMC10771258,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R175,doi:10.1016/j.addr.2024.115418,10.1016/j.addr.2024.115418,39094909,PMC11389844,Programmability and biomedical utility of intrinsically-disordered protein polymers.,2024-07-31,2024,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,6,34.9486,biomaterial; polymer; drug delivery; scaffold; bioengineering; materials,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,8,no,no,217,9,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2024.115418,https://pubmed.ncbi.nlm.nih.gov/39094909/,https://europepmc.org/articles/PMC11389844,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R176,doi:10.1016/j.addr.2025.115604,10.1016/j.addr.2025.115604,40354939,,Advances in photoactivated carbon-based nanostructured materials for targeted cancer therapy.,2025-05-10,2025,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,9,45.2675,machine learning; deep learning; neural network; computational; data-driven; nanoparticle; nanomedicine; therapeutic; materials; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,10,no,no,390,14,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2025.115604,https://pubmed.ncbi.nlm.nih.gov/40354939/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R177,doi:10.1016/j.addr.2025.115677,10.1016/j.addr.2025.115677,40915424,PMC12646538,Innovative engineering approaches to model host-microbiome interactions in vitro.,2025-09-05,2025,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,scoping_review,biomaterials_nanomedicine_delivery,eng,ppublish,7,17.9931,biomaterial; therapeutic; materials,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,9,no,no,240,10,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2025.115677,https://pubmed.ncbi.nlm.nih.gov/40915424/,https://europepmc.org/articles/PMC12646538,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R178,doi:10.1016/j.addr.2026.115781,10.1016/j.addr.2026.115781,41579967,,Artificial intelligence and machine learning guided optimization in drug delivery.,2026-01-22,2026,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,10,39.2993,artificial intelligence; machine learning; data-driven; nanoparticle; drug delivery; lipid nanoparticle,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=problem_or_gap+scope_signpost+outlook_or_implication; body_structure=not_assessed,10,no,no,189,8,yes,no,yes,yes,no,yes,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2026.115781,https://pubmed.ncbi.nlm.nih.gov/41579967/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R179,doi:10.1016/j.addr.2025.115760,10.1016/j.addr.2025.115760,41391820,,Emerging nanoparticle-based therapies for pancreatic cancer: Current clinical landscape.,2025-12-12,2026,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,4,42.0365,artificial intelligence; machine learning; polymer; nanoparticle; drug delivery; lipid nanoparticle; therapeutic; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,9,yes,no,241,12,no,no,no,no,no,yes,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2025.115760,https://pubmed.ncbi.nlm.nih.gov/41391820/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R180,doi:10.1016/j.addr.2025.115758,10.1016/j.addr.2025.115758,41386499,,Exploiting colloidal drug aggregation for drug delivery: From promise to prediction using computational tools.,2025-12-11,2026,Advanced Drug Delivery Reviews,Adv Drug Deliv Rev,Specialist_review_leaders,field-leading drug-delivery review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,1,43.731,artificial intelligence; machine learning; computational; nanoparticle; nanomedicine; drug delivery; lipid nanoparticle,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=outlook_or_implication; body_structure=not_assessed,14,yes,no,233,12,yes,no,no,no,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1016/j.addr.2025.115758,https://pubmed.ncbi.nlm.nih.gov/41386499/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R181,doi:10.1146/annurev-bioeng-082420-124920,10.1146/annurev-bioeng-082420-124920,33872520,PMC8277680,"Modeling Immunity In Vitro: Slices, Chips, and Engineered Tissues.",2021-04-19,2021,Annual Review of Biomedical Engineering,Annu Rev Biomed Eng,Specialist_review_leaders,field-leading annual review series,systematic_review,therapeutics_and_drug_discovery,eng,ppublish,54,9.6358,therapeutic,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,9,yes,no,152,5,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1146/annurev-bioeng-082420-124920,https://pubmed.ncbi.nlm.nih.gov/33872520/,https://europepmc.org/articles/PMC8277680,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R182,doi:10.1146/annurev-bioeng-082420-020343,10.1146/annurev-bioeng-082420-020343,33797938,,Quantitative Molecular Positron Emission Tomography Imaging Using Advanced Deep Learning Techniques.,2021-04-02,2021,Annual Review of Biomedical Engineering,Annu Rev Biomed Eng,Specialist_review_leaders,field-leading annual review series,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,45,26.7762,artificial intelligence; machine learning; deep learning; imaging,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,11,no,no,171,3,no,no,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1146/annurev-bioeng-082420-020343,https://pubmed.ncbi.nlm.nih.gov/33797938/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R183,doi:10.1146/annurev-bioeng-110220-012203,10.1146/annurev-bioeng-110220-012203,35316609,,Deep Learning and Medical Image Analysis for COVID-19 Diagnosis and Prediction.,2022-03-22,2022,Annual Review of Biomedical Engineering,Annu Rev Biomed Eng,Specialist_review_leaders,field-leading annual review series,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,46,18.7834,artificial intelligence; deep learning; imaging,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=problem_or_gap+scope_signpost+outlook_or_implication; body_structure=not_assessed,11,no,no,150,5,yes,yes,yes,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1146/annurev-bioeng-110220-012203,https://pubmed.ncbi.nlm.nih.gov/35316609/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R184,doi:10.1146/annurev-bioeng-092222-034906,10.1146/annurev-bioeng-092222-034906,37000965,PMC10879987,Nanotechnologies for Physiology-Informed Drug Delivery to the Lymphatic System.,2023-03-31,2023,Annual Review of Biomedical Engineering,Annu Rev Biomed Eng,Specialist_review_leaders,field-leading annual review series,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,7,24.9931,nanoparticle; drug delivery; bioengineering; therapeutic,open_access_europepmc_full_text,full_text_xml,yes,success,CC_BY,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=not_machine_detected; top_level_sections=9; introduction_heading=yes; conclusion_outlook_heading=yes; figures=0; tables=0; boxes=0,9,no,no,64,3,no,yes,no,no,no,no,no,9,0,0,0,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1146/annurev-bioeng-092222-034906,https://pubmed.ncbi.nlm.nih.gov/37000965/,https://europepmc.org/articles/PMC10879987,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R185,doi:10.1146/annurev-bioeng-110122-014306,10.1146/annurev-bioeng-110122-014306,38959388,,"Harnessing Immunomodulatory Polymers for Treatment of Autoimmunity, Allergy, and Transplant Rejection.",2024-07-01,2024,Annual Review of Biomedical Engineering,Annu Rev Biomed Eng,Specialist_review_leaders,field-leading annual review series,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,3,17.9621,biomaterial; polymer; nanoparticle; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,11,no,no,164,6,yes,no,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1146/annurev-bioeng-110122-014306,https://pubmed.ncbi.nlm.nih.gov/38959388/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R186,doi:10.1146/annurev-bioeng-110222-103522,10.1146/annurev-bioeng-110222-103522,40310890,PMC12184098,Microfabricated Organ-Specific Models of Tumor Microenvironments.,2025-05-01,2025,Annual Review of Biomedical Engineering,Annu Rev Biomed Eng,Specialist_review_leaders,field-leading annual review series,review_narrative_or_unspecified,bioengineering_regeneration_synthetic_biology,eng,ppublish,8,21.0324,tissue engineering; therapeutic; single-cell; omics; cancer,open_access_europepmc_full_text,full_text_xml,yes,success,Creative_Commons_other_or_unclear,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=9; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=0; boxes=0,6,no,no,152,6,yes,yes,no,yes,no,yes,no,9,4,0,0,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1146/annurev-bioeng-110222-103522,https://pubmed.ncbi.nlm.nih.gov/40310890/,https://europepmc.org/articles/PMC12184098,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
