corpus_id,venue,year,track,paper_id,doi,title,authors,topic,canonical_url,pdf_url,official_source,language,sampling_frame_size,sampling_rank,sample_order_within_venue,title_word_count,abstract_word_count,abstract_actions,pdf_retrieval_status,full_text_extraction_status,analysis_text_level,pdf_pages,pdf_bytes,pdf_sha256,full_text_word_count,full_text_char_count,structural_analysis_char_window,intro_contribution_list,related_work_position,method_narrative,experiments_section,baseline_language,ablation_reported,uncertainty_reporting,limitations_section,ethics_or_impact_section,checklist_present,figure_caption_count,table_caption_count,conclusion_section,conclusion_moves,issue,pages,publication_date_raw,detail_status,pdf_error,accessed_date,notes
CONF-151,ICML,2025,Main Conference,PMLR-v267-wang25an,,Cooperation of Experts: Fusing Heterogeneous Information with Large Margin,Shuo Wang; Shunyang Huang; Jinghui Yuan; Zhixiang Shen; Zhao Kang,trustworthy_ai_privacy_fairness,https://proceedings.mlr.press/v267/wang25an.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25an/wang25an.pdf,https://proceedings.mlr.press/v267/,English,3330,2540,31,9,142,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,17,1271718,1e37af8f441fafe9c4d9c0c77e43bbdd255e78651ef0ae4d89877518c385acfb,8395,109749,109749,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,True,False,False,False,False,5,7,False,not_detected,PMLR 267,63169-63185,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-152,ICML,2025,Main Conference,PMLR-v267-wang25dp,,Demonstration Selection for In-Context Learning via Reinforcement Learning,Xubin Wang; Jianfei Wu; Yuan Yichen; Deyu Cai; Mingzhe Li; Weijia Jia,language_models_nlp,https://proceedings.mlr.press/v267/wang25dp.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wang25dp/wang25dp.pdf,https://proceedings.mlr.press/v267/,English,3330,2623,32,8,181,context_or_problem;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,18,1371018,4f49a466fedbb518b373195ff353d04afc52610b5ae25b24f4902f70955f1589,9527,100000,100000,explicit_list,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,False,False,False,False,3,6,False,not_detected,PMLR 267,64937-64954,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-153,ICML,2025,Main Conference,PMLR-v267-wei25o,,Self-Consuming Generative Models with Adversarially Curated Data,Xiukun Wei; Xueru Zhang,trustworthy_ai_privacy_fairness,https://proceedings.mlr.press/v267/wei25o.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/wei25o/wei25o.pdf,https://proceedings.mlr.press/v267/,English,3330,2706,33,7,204,context_or_problem;gap_or_contrast;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,22,3933369,3a97b32638a31536a57fcfc6d607f794241f82eecb764fd942a155de49345288,11320,140791,140791,explicit_prose,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,False,True,False,False,False,10,1,False,not_detected,PMLR 267,66300-66321,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-154,ICML,2025,Main Conference,PMLR-v267-xia25b,,Learning the Electronic Hamiltonian of Large Atomic Structures,Chen Hao Xia; Manasa Kaniselvan; Alexandros Nikolaos Ziogas; Marko Mladenović; Rayen Mahjoub; Alexander Maeder; Mathieu Luisier,scientific_ml_biomedicine,https://proceedings.mlr.press/v267/xia25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xia25b/xia25b.pdf,https://proceedings.mlr.press/v267/,English,3330,2789,34,8,184,gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,22,7872788,7fb99eef419869dd1f9bb8f9d37d8493d179b447c1aed960c4ff0988aae3733c,11540,115929,115929,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,11,13,False,not_detected,PMLR 267,68236-68257,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-155,ICML,2025,Main Conference,PMLR-v267-xue25b,,Policy Regularization on Globally Accessible States in Cross-Dynamics Reinforcement Learning,Zhenghai Xue; Lang Feng; Jiacheng Xu; Kang Kang; Xiang Wen; Bo An; Shuicheng Yan,reinforcement_learning_agents,https://proceedings.mlr.press/v267/xue25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xue25b/xue25b.pdf,https://proceedings.mlr.press/v267/,English,3330,2873,35,10,173,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,19,3181950,290b10c4e13433a68550a2d17429e26247d759994c4e8baaf4eb3483b0c8112b,10251,115630,115630,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,True,False,False,False,False,6,4,False,not_detected,PMLR 267,70086-70104,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-156,ICML,2025,Main Conference,PMLR-v267-ye25j,,Large Language Model-driven Large Neighborhood Search for Large-Scale MILP Problems,Huigen Ye; Hua Xu; An Yan; Yaoyang Cheng,language_models_nlp,https://proceedings.mlr.press/v267/ye25j.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ye25j/ye25j.pdf,https://proceedings.mlr.press/v267/,English,3330,2956,36,10,186,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,50,1461030,080b9a35ab7ce7a93d5dd827a596620310688f34071d22f703847a2c0cb518e3,26833,313523,313523,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,True,False,False,False,10,27,False,not_detected,PMLR 267,72131-72180,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-157,ICML,2025,Main Conference,PMLR-v267-zeng25d,,Stability and Generalization Analysis of Decentralized SGD: Sharper Bounds Beyond Lipschitzness and Smoothness,Shuang Zeng; Yunwen Lei,theory_optimization,https://proceedings.mlr.press/v267/zeng25d.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zeng25d/zeng25d.pdf,https://proceedings.mlr.press/v267/,English,3330,3039,37,13,127,method_or_resource,downloaded_official_pdf,success,full_text_extracted,35,600137,9965dfed082a697f6384558f0893de979976636fa2cbfb0da7e43ad3de19c347,14962,248502,248502,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,False,False,False,False,False,0,1,False,not_detected,PMLR 267,74098-74132,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-158,ICML,2025,Main Conference,PMLR-v267-zhang25cp,,KoopSTD: Reliable Similarity Analysis between Dynamical Systems via Approximating Koopman Spectrum with Timescale Decoupling,Shimin Zhang; Ziyuan Ye; Yinsong Yan; Zeyang Song; Yujie Wu; Jibin Wu,language_models_nlp,https://proceedings.mlr.press/v267/zhang25cp.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhang25cp/zhang25cp.pdf,https://proceedings.mlr.press/v267/,English,3330,3122,38,14,156,context_or_problem;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,20,15631857,e2d4d35bbb78f17150e0c0823aa265fa1e76da129caf0f4b47a5404b84c1b050,9957,96609,96609,explicit_list,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,True,False,False,False,False,12,2,False,not_detected,PMLR 267,76563-76582,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-159,ICML,2025,Main Conference,PMLR-v267-zhao25v,,Balancing Model Efficiency and Performance: Adaptive Pruner for Long-tailed Data,Zhe Zhao; Haibin Wen; Pengkun Wang; Shuang Wang; Zhenkun Wang; Qingfu Zhang; Yang Wang,graphs_structured_data,https://proceedings.mlr.press/v267/zhao25v.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhao25v/zhao25v.pdf,https://proceedings.mlr.press/v267/,English,3330,3206,39,10,177,gap_or_contrast;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,17,852753,af4c21b067914006d28d4138e23d004a4174675fef4d0631d69b06b599dee5b0,9233,220734,220734,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,True,True,True,False,False,False,False,6,4,False,not_detected,PMLR 267,77723-77739,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-160,ICML,2025,Main Conference,PMLR-v267-zhu25e,,Doubly Robust Fusion of Many Treatments for Policy Learning,Ke Zhu; Jianing Chu; Ilya Lipkovich; Wenyu Ye; Shu Yang,reinforcement_learning_agents,https://proceedings.mlr.press/v267/zhu25e.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhu25e/zhu25e.pdf,https://proceedings.mlr.press/v267/,English,3330,3289,40,9,186,gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,18,447505,451a48c47098b7cfc9eb71c4b5c1375dd7a0e05ce3c874dc1225d6a21c5edc13,9732,118179,118179,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,False,False,False,False,False,1,9,False,not_detected,PMLR 267,79772-79789,2025/10/06,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-161,ICLR,2025,Conference,ICLR2025-03df5246cc78af497940338dd3eacbaa,,High-Quality Joint Image and Video Tokenization with Causal VAE,"Argaw, Dawit Mureja; Liu, Xian; Zhang, Qinsheng; Chung, Joon Son; Liu, Ming-Yu; Reda, Fitsum",computer_vision_multimodal,https://proceedings.iclr.cc/paper_files/paper/2025/hash/03df5246cc78af497940338dd3eacbaa-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/03df5246cc78af497940338dd3eacbaa-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,47,1,9,155,gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,17,21018796,5f0c03cb62a3b032f4481a5d303d29fcdf8c0386df6c936298ea202686722b06,8922,80030,80030,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,7,5,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-162,ICLR,2025,Conference,ICLR2025-0ae94013da7cd459402fd77874e09ee3,,AgentSquare: Automatic LLM Agent Search in Modular Design Space,"Shang, Yu; Li, Yu; Zhao, Keyu; Ma, Likai; Liu, Jiahe; Xu, Fengli; Li, Yong",reinforcement_learning_agents,https://proceedings.iclr.cc/paper_files/paper/2025/hash/0ae94013da7cd459402fd77874e09ee3-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/0ae94013da7cd459402fd77874e09ee3-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,139,2,9,228,context_or_problem;gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,25,1864882,9c1cdcd702d1fb00707352914e60e18c6139f3554674d5a0a3514bf16c67c8d2,10614,133298,133298,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,True,True,True,False,False,False,False,6,2,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-163,ICLR,2025,Conference,ICLR2025-124dde499d62b58e97e42a45b26d7369,,Towards Federated RLHF with Aggregated Client Preference for LLMs,"Wu, Feijie; Liu, Xiaoze; Wang, Haoyu; Wang, Xingchen; Su, Lu; Gao, Jing",language_models_nlp,https://proceedings.iclr.cc/paper_files/paper/2025/hash/124dde499d62b58e97e42a45b26d7369-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/124dde499d62b58e97e42a45b26d7369-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,232,3,9,173,gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,24,3101669,e89794ad70361cdeec570bab10166e9cdd2dcb4fb0a4a05a9730dacc656bb2ad,13340,111870,111870,explicit_list,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,False,False,False,False,False,7,5,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-164,ICLR,2025,Conference,ICLR2025-194d93e09eabcb9e2837de07d0be48ce,,Enhancing Prediction Performance through Influence Measure,"Yu, Shuguang; Xu, Wenqian; Zhou, Xinyi; Wang, Xuechun; Zhu, Hongtu; Zhou, Fan",data_benchmarks_evaluation,https://proceedings.iclr.cc/paper_files/paper/2025/hash/194d93e09eabcb9e2837de07d0be48ce-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/194d93e09eabcb9e2837de07d0be48ce-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,325,4,6,137,method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,24,1093183,dbf5cd07023349990903bf6aa90455e25e6514f204c9b30b4f33bd15a508d637,10420,106831,106831,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,True,False,False,False,False,14,7,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-165,ICLR,2025,Conference,ICLR2025-1ebccf36966b44873ca65f7644a34c33,,MorphoDiff: Cellular Morphology Painting with Diffusion Models,"Navidi, Zeinab; Ma, Jun; Miglietta, Esteban; Liu, Le; Carpenter, Anne; Cimini, Beth; Haibe-Kains, Benjamin; WANG, BO",computer_vision_multimodal,https://proceedings.iclr.cc/paper_files/paper/2025/hash/1ebccf36966b44873ca65f7644a34c33-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/1ebccf36966b44873ca65f7644a34c33-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,417,5,7,148,method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,25,26818141,b99bdcadb1020c146b85800904a1086a52f5e98895625031b2a7f1f43a451994,8660,72510,72510,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,False,True,False,False,False,13,8,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-166,ICLR,2025,Conference,ICLR2025-24f7b98aef14fcd68acf3c941af1b59e,,SpaceGNN: Multi-Space Graph Neural Network for Node Anomaly Detection with Extremely Limited Labels,"Dong, Xiangyu; Zhang, Xingyi; Chen, Lei; Yuan, Mingxuan; WANG, Sibo",graphs_structured_data,https://proceedings.iclr.cc/paper_files/paper/2025/hash/24f7b98aef14fcd68acf3c941af1b59e-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/24f7b98aef14fcd68acf3c941af1b59e-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,510,6,13,230,context_or_problem;gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,24,2438275,7db7edd071c2c92581618337ee2036f4c3ebb775726f4bb5bfd029831a876fa8,10476,108370,108370,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,True,False,False,False,False,7,13,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-167,ICLR,2025,Conference,ICLR2025-2aab664e0d1656e8b56c74f868e1ea69,,AttriBoT: A Bag of Tricks for Efficiently Approximating Leave-One-Out Context Attribution,"Liu, Fengyuan; Kandpal, Nikhil; Raffel, Colin",language_models_nlp,https://proceedings.iclr.cc/paper_files/paper/2025/hash/2aab664e0d1656e8b56c74f868e1ea69-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/2aab664e0d1656e8b56c74f868e1ea69-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,602,7,11,201,method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,24,752659,425dae565fc6f2fdf79ef3242e563984c5a54735bc4a07a21d44cd558004eb9d,12098,116634,116634,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,True,False,False,False,11,2,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-168,ICLR,2025,Conference,ICLR2025-302ce0673c00aee2cf84bb43d0117553,,OpenMathInstruct-2: Accelerating AI for Math with Massive Open-Source Instruction Data,"Toshniwal, Shubham; Du, Wei; Moshkov, Ivan; Kisacanin, Branislav; Ayrapetyan, Alexan; Gitman, Igor",language_models_nlp,https://proceedings.iclr.cc/paper_files/paper/2025/hash/302ce0673c00aee2cf84bb43d0117553-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/302ce0673c00aee2cf84bb43d0117553-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,695,8,10,208,context_or_problem;gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,33,572880,96c158ec77f0a56d84268243938d555366613e8042a67e8b2294845dcf44e5c4,19250,113700,113700,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,8,11,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-169,ICLR,2025,Conference,ICLR2025-3764a9c8abc84c7482f778fefc24f10b,,Variance-Reducing Couplings for Random Features,"Reid, Isaac; Markou, Stratis; Choromanski, Krzysztof; Turner, Richard E; Weller, Adrian",theory_optimization,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3764a9c8abc84c7482f778fefc24f10b-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/3764a9c8abc84c7482f778fefc24f10b-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,787,9,5,132,context_or_problem;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,40,1259625,705b192775724f9e9a0ccbb5d83da7abbe05474799a8c0c40cd6a5833cc00f33,21339,199448,199448,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,True,True,False,True,False,False,False,11,4,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-170,ICLR,2025,Conference,ICLR2025-3d3a9e085540c65dd3e5731361f9320e,,IterGen: Iterative Semantic-aware Structured LLM Generation with Backtracking,"Ugare, Shubham Dipak; Gumaste, Rohan; Suresh, Tarun; Singh, Gagandeep; Misailovic, Sasa",language_models_nlp,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3d3a9e085540c65dd3e5731361f9320e-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/3d3a9e085540c65dd3e5731361f9320e-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,880,10,8,142,context_or_problem;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,26,1370834,59ec1a39a0178d89d3764dfaaa382a1866c5c6b34bc07a97fadfc623ac10a70f,11146,96846,96846,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,5,11,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-171,ICLR,2025,Conference,ICLR2025-43b77cef2a83a25aa27d3271d209e4fd,,DiffusionGuard: A Robust Defense Against Malicious Diffusion-based Image Editing,"Choi, William June Suk; Lee, Kyungmin; Jeong, Jongheon; Xie, Saining; Shin, Jinwoo; Lee, Kimin",trustworthy_ai_privacy_fairness,https://proceedings.iclr.cc/paper_files/paper/2025/hash/43b77cef2a83a25aa27d3271d209e4fd-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/43b77cef2a83a25aa27d3271d209e4fd-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,973,11,9,223,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,47,31276105,44c05c524cc6669985b0d65d2314bc81e49ea99ce911d1d5335dc367568c6954,15721,149911,149911,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,True,False,False,False,33,12,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-172,ICLR,2025,Conference,ICLR2025-496b549556509bbb9770bf9d335c5800,,Learning from Imperfect Human Feedback: A Tale from Corruption-Robust Dueling,"Cheng, Yuwei; Yao, Fan; Liu, Xuefeng; Xu, Haifeng",theory_optimization,https://proceedings.iclr.cc/paper_files/paper/2025/hash/496b549556509bbb9770bf9d335c5800-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/496b549556509bbb9770bf9d335c5800-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,1065,12,10,180,context_or_problem;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,32,1749816,01ea16fb3752f3d45ed175695217fe275dfe728034e3d154e3f1728c29adf1c6,16212,155011,155011,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,False,True,False,False,False,2,0,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-173,ICLR,2025,Conference,ICLR2025-4fe1859112230a032c7143a9adc3be78,,Fast training and sampling of Restricted Boltzmann Machines,"BEREUX, Nicolas; Decelle, Aurélien; Furtlehner, Cyril; Rosset, Lorenzo; Seoane, Beatriz",data_benchmarks_evaluation,https://proceedings.iclr.cc/paper_files/paper/2025/hash/4fe1859112230a032c7143a9adc3be78-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/4fe1859112230a032c7143a9adc3be78-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,1158,13,8,253,context_or_problem;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,34,11965803,1cadc243fa80f33848b2a18eb87d11e7e3cbb84cebe02223b9d43eec078c5a80,15421,158505,158505,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,True,False,False,False,20,5,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-174,ICLR,2025,Conference,ICLR2025-5692c7dbc4abcaa50f9ce609819212e5,,Instant Policy: In-Context Imitation Learning via Graph Diffusion,"Vosylius, Vitalis; Johns, Edward",language_models_nlp,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5692c7dbc4abcaa50f9ce609819212e5-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/5692c7dbc4abcaa50f9ce609819212e5-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,1250,14,8,133,context_or_problem;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,20,4864408,39ed662999b42b2b3f06b31c26337faf8c071d00f7f9edd562d0344c6d3188a4,11132,87847,87847,explicit_prose,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,8,3,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-175,ICLR,2025,Conference,ICLR2025-5d1f02132ef51602adf07000ca5b6138,,Actions Speak Louder Than Words: Rate-Reward Trade-off in Markov Decision Processes,"Wu, Haotian; Chen, Gongpu; Gunduz, Deniz",reinforcement_learning_agents,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5d1f02132ef51602adf07000ca5b6138-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/5d1f02132ef51602adf07000ca5b6138-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,1343,15,11,222,method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,28,5011038,21a5608f0bb6039dec76ef7648287d0ce27f23f27089710efcbb25435cc66e3b,14394,137057,137057,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,True,False,False,False,False,12,5,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-176,ICLR,2025,Conference,ICLR2025-63fef0802863f47775c3563e18cbba17,,What Makes Large Language Models Reason in (Multi-Turn) Code Generation?,"Zheng, Kunhao; Decugis, Juliette; Gehring, Jonas; Cohen, Taco; Negrevergne, Benjamin; Synnaeve, Gabriel",language_models_nlp,https://proceedings.iclr.cc/paper_files/paper/2025/hash/63fef0802863f47775c3563e18cbba17-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/63fef0802863f47775c3563e18cbba17-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,1435,16,10,140,gap_or_contrast;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,38,1288130,5b400ca05dbc18d7ca27812e583f2cc5bb009da9957c4f1f9278dafe63c50a6f,17137,165648,165648,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,True,False,False,False,19,13,False,not_detected,2025,,2025-05-01,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-177,ICLR,2025,Conference,ICLR2025-698cfaf72a208aef2e78bcac55b74328,,Both Ears Wide Open: Towards Language-Driven Spatial Audio Generation,"Sun, Peiwen; Cheng, Sitong; Li, Xiangtai; Ye, Zhen; Liu, Huadai; Zhang, Honggang; Xue, Wei; Guo, Yike",generative_models,https://proceedings.iclr.cc/paper_files/paper/2025/hash/698cfaf72a208aef2e78bcac55b74328-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/698cfaf72a208aef2e78bcac55b74328-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,1528,17,9,217,gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,failed,abstract_only,44,8631660,fb2c3741f9c2866f189e6bf455cf694ae2712c93962cadadca64b64289d32fc9,0,0,0,not_analyzed,not_analyzed,not_analyzed,False,False,False,False,False,False,False,0,0,False,not_analyzed,2025,,2025-05-01,official_page_retrieved,extracted text too short for structural analysis: 460 words,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-178,ICLR,2025,Conference,ICLR2025-6fef0af0e30ae22d63e362b2ff6a2e3e,,Reward Learning from Multiple Feedback Types,"Metz, Yannick; Geiszl, Andras; Baur, Raphaël; El-Assady, Mennatallah",reinforcement_learning_agents,https://proceedings.iclr.cc/paper_files/paper/2025/hash/6fef0af0e30ae22d63e362b2ff6a2e3e-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/file/6fef0af0e30ae22d63e362b2ff6a2e3e-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025,English,3703,1621,18,6,202,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,failed,not_attempted,abstract_only,0,0,,0,0,0,not_analyzed,not_analyzed,not_analyzed,False,False,False,False,False,False,False,0,0,False,not_analyzed,2025,,2025-05-01,official_page_retrieved,cache-only build: official PDF was not cached,2026-08-30,No DOI exposed on the official proceedings page at access time.
